Project Name	Start Time	Elapsed Time	Momentary Overload	LAeq	LAF1,0	LAF5,0	LAF10,0	LAF50,0	LAF90,0	LAF95,0	LAF99,0	StdDev	NC	NCDecisiveBand	NR	NRDecisiveBand	NCB	NCBCriteria	RC	RCCriteria	Loudness	Loudness_Level	exclude	bull	truck	Marker4	Marker5	Sound	Sound Path	Comment	Comment Path	Note	Note Path	Image	Image Path	Attachment	Marker6	Marker7	Marker8	Marker9	Marker10	Time	
GL 22  007	16/11/2021 9:01:55	00:00:01	0	37,84	39,16	39,03	38,92	37,95	37,01	36,88	36,70	0,72	33,00	250,00	34,00	250,00	27,00	(R) (H)	28,00	(N) Acceptable	2,68	54,21	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:56	00:00:01	0	40,80	42,70	42,50	42,15	40,71	37,56	37,33	37,06	1,54	38,00	250,00	39,00	250,00	26,00	(R) (H)	28,00	(N) Acceptable	2,94	55,54	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:57	00:00:01	0	39,65	40,95	40,77	40,66	39,40	38,66	38,52	38,30	0,73	37,00	250,00	37,00	250,00	27,00	(R) (H)	28,00	(N) Acceptable	2,93	55,49	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:58	00:00:01	0	37,57	39,80	39,40	39,15	37,68	36,87	36,74	36,62	0,88	33,00	250,00	34,00	250,00	25,00	(R) (H)	28,00	(N) Acceptable	2,47	53,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:01:59	00:00:01	0	35,73	37,20	37,00	36,76	35,63	35,30	35,25	35,21	0,53	30,00	1000,00	32,00	1000,00	26,00	(H)	28,00	(HF) Marginal	2,31	52,10	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:00	00:00:01	0	35,89	36,78	36,71	36,63	35,96	35,21	35,11	35,02	0,55	29,00	1000,00	31,00	1000,00	26,00	(R) (H)	28,00	(LF) Marginal	2,33	52,18	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:01	00:00:01	0	35,90	36,97	36,85	36,50	35,66	35,21	35,05	34,85	0,51	29,00	1000,00	31,00	1000,00	26,00	(R) (H)	28,00	(N) Acceptable	2,43	52,79	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:02	00:00:01	0	37,12	38,00	37,90	37,76	36,96	36,25	36,16	36,03	0,56	31,00	250,00	32,00	250,00	27,00	(R) (H)	28,00	(HF) Marginal	2,71	54,36	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:03	00:00:01	0	38,28	39,75	39,57	39,42	38,12	37,34	37,24	37,06	0,78	33,00	250,00	33,00	250,00	28,00	(R) (H)	29,00	(HF) Marginal	3,04	56,04	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:04	00:00:01	0	38,22	39,90	39,50	39,24	38,00	37,13	36,95	36,70	0,76	34,00	250,00	35,00	250,00	27,00	(R) (H)	28,00	(N) Acceptable	2,82	54,97	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:05	00:00:01	0	36,67	37,90	37,60	37,50	36,96	36,05	35,75	35,50	0,55	30,00	250,00	32,00	250,00	26,00	(R) (H)	28,00	(N) Acceptable	2,53	53,39	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:06	00:00:01	0	35,63	37,20	36,96	36,80	35,74	34,82	34,70	34,60	0,65	29,00	250,00	31,00	250,00	25,00	(R) (H)	27,00	(N) Acceptable	2,22	51,53	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:07	00:00:01	0	33,91	34,78	34,72	34,65	34,27	33,00	32,83	32,65	0,59	27,00	1000,00	29,00	1000,00	23,00	(R) (H)	25,00	(N) Acceptable	1,82	48,62	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:08	00:00:01	0	33,72	34,37	34,25	34,16	33,71	33,08	33,01	32,70	0,41	28,00	4000,00	31,00	4000,00	25,00	(H)	25,00	(HF) Marginal	1,96	49,72	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:09	00:00:01	0	33,14	34,16	34,00	33,55	33,08	32,85	32,82	32,80	0,31	26,00	1000,00	28,00	1000,00	24,00	(R) (H)	25,00	(LF) Marginal	1,76	48,15	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:10	00:00:01	0	33,35	34,15	33,98	33,89	33,25	32,60	32,48	32,40	0,44	26,00	1000,00	28,00	1000,00	24,00	(R) (H)	25,00	(LF) Marginal	1,84	48,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:11	00:00:01	0	35,18	37,40	36,60	36,36	35,17	33,47	33,36	33,23	1,12	27,00	250,00	31,00	8000,00	25,00	(R) (H)	26,00	(HF) Marginal	2,31	52,09	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:12	00:00:01	0	34,67	36,70	36,20	35,88	35,00	33,51	33,40	33,24	0,90	27,00	1000,00	29,00	1000,00	25,00	(H)	26,00	(HF) Marginal	2,16	51,12	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:13	00:00:01	0	33,39	34,55	34,38	34,32	33,47	32,42	32,31	32,22	0,67	27,00	4000,00	29,00	4000,00	25,00	(H)	26,00	(HF) Marginal	1,92	49,40	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:14	00:00:01	0	33,16	34,00	33,92	33,83	33,26	32,50	32,40	32,20	0,51	29,00	4000,00	32,00	4000,00	25,00	(H)	25,00	(HF) Objectionable	1,87	49,05	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:15	00:00:01	0	32,19	33,30	33,11	32,97	32,08	31,26	31,16	31,03	0,62	26,00	4000,00	29,00	4000,00	24,00	(H)	25,00	(HF) Marginal	1,61	46,87	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:16	00:00:01	0	33,64	35,53	35,32	35,00	33,23	32,68	32,40	32,24	0,89	31,00	8000,00	35,00	8000,00	23,00	(H)	25,00	(N) Acceptable	1,90	49,25	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:17	00:00:01	0	32,73	33,60	33,10	32,96	32,53	32,09	32,02	31,86	0,35	25,00	1000,00	27,00	250,00	22,00	(R) (H)		(N) Acceptable	1,60	46,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:18	00:00:01	0	35,80	39,00	38,55	38,20	34,22	33,50	33,28	33,10	1,68	34,00	4000,00	37,00	4000,00	27,00	(H)	25,00	(HF) Objectionable	2,46	52,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:19	00:00:01	0	35,52	38,60	38,20	37,40	35,80	34,70	34,50	34,00	1,07	34,00	4000,00	37,00	4000,00	27,00	(H)	25,00	(HF) Objectionable	2,29	51,93	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:20	00:00:01	0	30,50	33,70	33,20	32,80	30,52	29,93	29,55	29,30	1,14	24,00	8000,00	28,00	8000,00	21,00	(R) (H)		(LF) Marginal	1,27	43,39	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:21	00:00:01	0	29,50	30,30	30,15	30,08	29,55	29,05	28,93	28,66	0,38	23,00	1000,00	25,00	1000,00	20,00	(H)		(LF) Marginal	1,03	40,44	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:22	00:00:01	0	29,57	30,17	30,05	29,97	29,49	28,90	28,82	28,66	0,39	23,00	1000,00	25,00	1000,00	20,00	(R) (H)		(LF) Marginal	1,08	41,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:23	00:00:01	0	30,55	33,30	32,80	32,40	30,06	29,27	29,21	29,05	1,17	28,00	4000,00	31,00	4000,00	22,00	(H)		(HF) Objectionable	1,30	43,76	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:24	00:00:01	0	28,99	29,56	29,40	29,32	29,00	28,81	28,76	28,63	0,19	23,00	1000,00	25,00	1000,00	19,00	(H)		(LF) Marginal	0,96	39,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:25	00:00:01	0	29,61	30,77	30,68	30,56	29,35	28,80	28,71	28,62	0,64	23,00	1000,00	26,00	4000,00	21,00	(R) (H)		(HF) Marginal	1,15	42,00	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:26	00:00:01	0	28,98	29,73	29,50	29,35	28,98	28,65	28,60	28,44	0,27	21,00	63,00	23,00	1000,00	19,00	(R) (H)		(LF) Marginal	0,94	39,11	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:27	00:00:01	0	29,38	30,17	30,08	29,98	29,12	28,69	28,60	28,40	0,49	22,00	63,00	23,00	1000,00	19,00	(R) (H)		(LF) Marginal	1,00	39,95	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:28	00:00:01	0	29,71	30,95	30,78	30,69	30,00	28,90	28,70	28,46	0,67	23,00	63,00	25,00	4000,00	20,00	(R) (H)		(LF) Marginal	1,17	42,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:29	00:00:01	0	32,18	35,10	34,50	34,13	30,28	29,00	28,48	28,26	1,94	31,00	4000,00	34,00	4000,00	22,00	(R) (H)		(HF) Objectionable	1,49	45,77	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:30	00:00:01	0	30,16	33,50	33,20	32,80	29,97	29,22	29,06	28,86	1,33	23,00	63,00	25,00	4000,00	20,00	(R) (H)		(LF) Marginal	1,18	42,35	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:31	00:00:01	0	29,77	30,70	30,53	30,42	29,86	29,25	29,08	28,86	0,43	23,00	63,00	24,00	8000,00	20,00	(R) (H)		(LF) Marginal	1,14	41,83	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:32	00:00:01	0	30,05	33,20	32,73	32,13	29,27	28,80	28,70	28,60	1,28	26,00	4000,00	29,00	4000,00	22,00	(H)		(HF) Marginal	1,25	43,21	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:33	00:00:01	0	28,98	30,53	30,33	30,00	28,52	28,12	28,04	27,90	0,73	24,00	4000,00	27,00	8000,00	20,00	(H)		(HF) Marginal	1,08	41,11	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:34	00:00:01	0	28,73	29,75	29,56	29,40	28,84	27,95	27,84	27,60	0,49	22,00	4000,00	24,00	4000,00	20,00	(H)		(LF) Marginal	1,00	39,99	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:35	00:00:01	0	30,58	32,70	32,26	32,08	30,13	28,89	28,81	28,65	1,24	28,00	4000,00	31,00	4000,00	22,00	(H)		(HF) Objectionable	1,32	43,97	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:36	00:00:01	0	31,13	32,38	32,32	32,24	30,65	29,57	29,46	29,30	1,00	26,00	4000,00	28,00	4000,00	23,00	(H)		(HF) Marginal	1,46	45,46	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:37	00:00:01	0	34,20	36,30	35,75	35,52	34,37	31,45	31,31	31,22	1,51	31,00	4000,00	35,00	8000,00	25,00	(H)		(HF) Objectionable	2,09	50,63	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:38	00:00:01	0	33,17	35,78	35,70	35,60	33,32	30,52	30,42	30,25	1,79	29,00	4000,00	31,00	4000,00	25,00	(H)	25,00	(HF) Marginal	1,92	49,43	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:39	00:00:01	0	29,79	32,10	31,80	31,33	29,91	28,60	28,34	28,22	0,99	24,00	8000,00	28,00	8000,00	21,00	(H)		(LF) Marginal	1,22	42,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:40	00:00:01	0	29,07	30,30	30,11	29,98	28,55	28,01	27,91	27,82	0,72	25,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Marginal	1,08	41,08	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:41	00:00:01	0	29,23	30,40	30,32	30,22	29,50	28,34	28,20	28,00	0,71	25,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Marginal	1,12	41,57	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:42	00:00:01	0	27,79	28,90	28,56	28,37	27,76	27,33	27,16	27,00	0,42	23,00	4000,00	25,00	4000,00	20,00	(H)		(HF) Marginal	0,87	38,10	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:43	00:00:01	0	28,84	31,50	31,06	30,50	28,52	27,70	27,56	27,43	1,02	27,00	4000,00	29,00	4000,00	21,00	(H)		(HF) Objectionable	1,05	40,66	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:44	00:00:01	0	28,28	30,50	29,66	29,20	27,51	27,22	27,14	27,02	0,79	23,00	4000,00	27,00	8000,00	20,00	(H)		(HF) Marginal	0,98	39,65	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:45	00:00:01	0	28,51	30,80	30,50	30,00	28,17	27,14	27,05	26,90	1,05	25,00	4000,00	27,00	4000,00	20,00	(H)		(HF) Objectionable	0,98	39,73	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:46	00:00:01	0	29,13	32,00	31,70	31,40	29,40	27,40	27,23	27,05	1,39	27,00	4000,00	30,00	4000,00	21,00	(H)		(HF) Objectionable	1,08	41,16	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:47	00:00:01	0	27,85	28,76	28,63	28,48	27,74	26,75	26,54	26,42	0,62	21,00	1000,00	23,00	1000,00	19,00	(H)		(LF) Marginal	0,88	38,27	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:48	00:00:01	0	28,75	29,30	29,11	28,98	28,63	28,24	28,14	28,02	0,28	22,00	4000,00	26,00	8000,00	20,00	(R) (H)		(LF) Marginal	1,01	40,17	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:49	00:00:01	0	29,28	30,53	30,35	30,24	29,25	28,28	28,15	27,90	0,70	26,00	4000,00	28,00	4000,00	21,00	(H)		(HF) Marginal	1,15	42,00	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:50	00:00:01	0	28,33	29,33	29,00	28,93	28,52	27,88	27,81	27,65	0,40	22,00	1000,00	24,00	1000,00	20,00	(H)		(LF) Marginal	0,94	39,18	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:51	00:00:01	0	28,31	29,33	28,86	28,51	28,08	27,73	27,66	27,60	0,35	21,00	1000,00	23,00	1000,00	19,00	(R) (H)		(LF) Marginal	0,89	38,44	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:52	00:00:01	0	29,19	30,37	30,25	30,05	29,09	28,44	28,40	28,24	0,58	24,00	4000,00	27,00	4000,00	21,00	(R) (H)		(HF) Marginal	1,08	41,06	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:53	00:00:01	0	28,89	29,76	29,63	29,56	28,89	28,58	28,49	28,41	0,39	23,00	4000,00	26,00	4000,00	21,00	(H)		(HF) Marginal	1,03	40,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:54	00:00:01	0	29,64	30,60	30,36	30,20	29,38	28,90	28,82	28,66	0,44	25,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Objectionable	1,18	42,38	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:55	00:00:01	0	30,53	31,56	31,40	31,28	30,51	29,80	29,65	29,46	0,59	27,00	4000,00	30,00	4000,00	22,00	(H)		(HF) Objectionable	1,36	44,38	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:56	00:00:01	0	29,43	29,97	29,87	29,78	29,51	29,20	29,00	28,84	0,24	24,00	4000,00	27,00	4000,00	21,00	(H)		(HF) Marginal	1,13	41,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:57	00:00:01	0	29,99	30,76	30,60	30,47	29,85	29,23	29,11	29,02	0,44	23,00	1000,00	27,00	8000,00	22,00	(H)		(HF) Marginal	1,25	43,22	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:58	00:00:01	0	30,32	32,20	31,93	31,53	30,27	28,96	28,80	28,64	0,92	27,00	4000,00	29,00	4000,00	23,00	(H)		(HF) Objectionable	1,30	43,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:02:59	00:00:01	0	30,54	31,58	31,50	31,41	30,36	30,00	29,91	29,82	0,50	26,00	4000,00	29,00	4000,00	23,00	(H)		(HF) Objectionable	1,34	44,19	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:00	00:00:01	0	29,39	30,60	30,48	30,20	29,53	29,00	28,90	28,82	0,44	24,00	1000,00	26,00	1000,00	21,00	(H)		(HF) Marginal	1,06	40,81	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:01	00:00:01	0	30,58	31,96	31,80	31,65	30,37	28,86	28,81	28,60	1,08	28,00	4000,00	30,00	4000,00	23,00	(H)		(HF) Objectionable	1,30	43,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:02	00:00:01	0	31,35	33,60	33,33	32,93	31,26	30,26	29,96	29,83	0,97	30,00	4000,00	33,00	4000,00	24,00	(H)		(HF) Objectionable	1,45	45,31	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:03	00:00:01	0	30,72	32,50	32,28	31,75	30,21	29,62	29,51	29,40	0,79	28,00	4000,00	30,00	4000,00	24,00	(H)		(HF) Objectionable	1,34	44,21	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:04	00:00:01	0	32,95	35,60	35,40	34,60	32,64	31,24	31,10	30,86	1,30	31,00	4000,00	34,00	4000,00	25,00	(H)		(HF) Objectionable	1,68	47,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:05	00:00:01	0	30,47	32,10	31,74	31,60	30,63	29,86	29,74	29,62	0,64	25,00	1000,00	27,00	1000,00	23,00	(H)		(HF) Objectionable	1,24	43,14	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:06	00:00:01	0	30,77	31,30	31,16	31,11	30,68	30,25	30,22	30,10	0,32	25,00	1000,00	27,00	1000,00	23,00	(H)		(HF) Objectionable	1,30	43,79	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:07	00:00:01	0	32,71	37,50	36,80	36,00	31,48	30,07	30,01	29,85	2,22	31,00	4000,00	34,00	4000,00	25,00	(H)		(HF) Objectionable	1,56	46,42	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:08	00:00:01	0	31,15	31,90	31,76	31,70	30,87	30,10	29,92	29,82	0,56	26,00	1000,00	28,00	1000,00	23,00	(H)		(HF) Marginal	1,30	43,76	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:09	00:00:01	0	32,88	33,57	33,47	33,37	32,81	32,00	31,72	31,62	0,48	27,00	1000,00	31,00	8000,00	24,00	(H)	25,00	(HF) Marginal	1,74	47,96	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:10	00:00:01	0	35,00	37,10	36,85	36,51	33,93	32,60	32,43	32,25	1,43	30,00	2000,00	32,00	2000,00	27,00	(H)	28,00	(HF) Objectionable	2,14	50,98	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:11	00:00:01	0	35,64	38,13	37,90	37,68	35,40	34,15	34,02	33,85	1,32	30,00	1000,00	33,00	4000,00	28,00	(H)	28,00	(HF) Objectionable	2,27	51,82	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:12	00:00:01	0	33,37	34,80	34,20	33,76	33,18	32,50	32,43	32,26	0,52	30,00	8000,00	34,00	8000,00	24,00	(H)	26,00	(HF) Marginal	1,82	48,66	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:13	00:00:01	0	34,78	36,90	36,33	36,05	34,80	33,77	33,65	33,40	0,82	31,00	4000,00	35,00	8000,00	27,00	(H)	26,00	(HF) Objectionable	2,14	50,99	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:14	00:00:01	0	30,87	33,50	33,00	32,50	31,09	30,34	30,24	30,06	0,85	26,00	1000,00	28,00	1000,00	23,00	(H)		(HF) Objectionable	1,22	42,92	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:15	00:00:01	0	36,36	40,10	39,60	39,05	36,22	31,83	30,86	30,65	2,72	37,00	4000,00	40,00	4000,00	27,00	(H)		(HF) Objectionable	2,21	51,47	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:16	00:00:01	0	32,23	34,60	32,26	32,10	31,65	31,38	31,29	31,21	0,55	27,00	1000,00	29,00	1000,00	24,00	(H)	25,00	(HF) Marginal	1,57	46,51	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:17	00:00:01	0	33,01	34,20	34,00	33,92	33,22	32,42	32,31	32,22	0,56	28,00	8000,00	32,00	8000,00	25,00	(H)	26,00	(HF) Objectionable	1,75	48,05	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:18	00:00:01	0	35,09	38,50	38,25	38,00	34,20	31,70	31,56	31,40	2,34	35,00	4000,00	38,00	4000,00	26,00	(H)		(HF) Objectionable	2,02	50,12	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:19	00:00:01	0	32,30	36,10	35,60	35,00	31,80	31,07	30,96	30,83	1,47	30,00	4000,00	33,00	4000,00	25,00	(H)		(HF) Objectionable	1,62	47,00	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:20	00:00:01	0	31,01	32,55	32,20	32,03	30,60	30,06	30,00	29,70	0,70	26,00	4000,00	30,00	8000,00	23,00	(H)		(HF) Objectionable	1,42	45,03	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:21	00:00:01	0	32,61	35,40	34,80	33,90	32,20	31,55	31,44	31,20	0,98	30,00	4000,00	33,00	4000,00	25,00	(H)		(HF) Objectionable	1,67	47,38	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:22	00:00:01	0	29,89	32,30	31,90	31,20	29,83	29,32	29,24	29,10	0,80	24,00	1000,00	26,00	1000,00	22,00	(H)		(HF) Marginal	1,16	42,08	0	1	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:23	00:00:01	0	32,20	34,70	34,26	33,85	32,28	29,46	29,34	29,22	1,78	28,00	4000,00	32,00	8000,00	25,00	(H)		(HF) Objectionable	1,64	47,15	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:24	00:00:01	0	38,62	41,80	41,50	40,90	38,24	32,80	32,50	32,05	2,83	39,00	4000,00	42,00	4000,00	30,00	(H)	28,00	(HF) Objectionable	2,73	54,48	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:25	00:00:01	0	31,43	36,20	35,60	34,80	31,68	30,88	30,74	30,62	1,46	26,00	1000,00	28,00	1000,00	24,00	(H)	25,00	(HF) Objectionable	1,42	45,05	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:26	00:00:01	0	31,11	34,30	33,80	31,28	30,20	29,40	29,05	28,85	1,06	29,00	4000,00	32,00	4000,00	24,00	(H)		(HF) Objectionable	1,40	44,80	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:27	00:00:01	0	31,34	34,90	34,60	34,20	31,40	29,20	29,00	28,84	1,77	30,00	4000,00	33,00	4000,00	23,00	(H)		(HF) Objectionable	1,39	44,76	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:28	00:00:01	0	27,72	28,80	28,56	28,48	27,86	27,16	27,06	26,90	0,49	22,00	1000,00	24,00	1000,00	20,00	(H)		(HF) Marginal	0,87	38,07	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:29	00:00:01	0	27,91	28,97	28,85	28,60	27,76	27,48	27,42	27,26	0,42	23,00	4000,00	25,00	4000,00	20,00	(H)		(HF) Marginal	0,89	38,45	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
GL 22  007	16/11/2021 9:03:30	00:00:01	0	28,09	29,30	29,05	28,73	27,96	27,53	27,42	27,25	0,45	23,00	1000,00	25,00	1000,00	20,00	(H)		(HF) Marginal	0,86	37,89	0	0	0	0	0	1		0		0		0		0	0	0	0	0	0	0	
